"","ORISPL","Facility","Net Power Output 2018 (GWh)","Primary Fuel Category","Announced Retirment Year","Weighted Sum Model Score (Prioritization Rank)","Emissions Health Costs (Millions) [Percentile]","Hazardous Air Pollutant Hazard (Billions) [Percentile]","Carbon Dioxide Emissions (Megatons) [Percentile]","Vulnerable Population within 5km (total) [Percentile]","Vulnerable Population within 10km (total) [Percentile]","Vulnerable Population within 50km (total) [Percentile]"
"467","55253","Crete Energy Park, Will, IL",82.6,"Gas",NA,"218 (467)","$0.8 [49]","0.3 [25]","0.06 [69]","6,863 [61]","51,770 [75]","1,768,298 [89]"
"468","62319","Western Sugar Cooperative - Billings, Yellowstone, MT",5.4,"Coal",NA,"217.7 (468)","$26.8 [91]","NA [NA]","0.14 [76]","12,428 [70]","25,182 [63]","33,706 [18]"
"469","54549","Wood Road, Clinton, MI",65.4,"Other",NA,"217.6 (469)","$7.7 [83]","NA [NA]","0.04 [65]","24,685 [79]","71,459 [79]","157,086 [50]"
"470","55601","Prima Plant, Orange, CA",45.6,"Other",NA,"217.6 (470)","$6.4 [81]","NA [NA]","0.03 [61]","7,724 [63]","55,582 [75]","1,694,157 [89]"
"471","544","Devon, New Haven, CT",11.8,"Gas",NA,"217.5 (471)","$2.3 [65]","0.1 [20]","0.02 [51]","24,651 [79]","113,667 [85]","767,058 [80]"
"472","57897","Richmond Energy, Henrico, VA",47.7,"Other",NA,"217.5 (472)","$4.2 [76]","NA [NA]","0.04 [63]","26,584 [80]","123,109 [86]","420,807 [68]"
"473","55172","Bosque County Power Plant, Bosque, TX",2654.7,"Gas",NA,"217.4 (473)","$4.4 [76]","0.4 [26]","1.75 [92]","308 [10]","1,278 [17]","118,661 [43]"
"474","2399","Burlington Generating Station, Burlington, NJ",48.8,"Gas",NA,"217.3 (474)","$1.7 [60]","0 [12]","0.03 [60]","32,208 [83]","91,657 [82]","1,789,706 [90]"
"475","54015","MM West Covina, Los Angeles, CA",44.1,"Other",NA,"216.8 (475)","$1.2 [54]","NA [NA]","0.05 [66]","114,907 [96]","368,002 [96]","6,674,327 [98]"
"476","55938","Ocean Peaking Power, Ocean, NJ",171.9,"Gas",NA,"216.8 (476)","$2.2 [65]","NA [NA]","0.16 [77]","26,666 [80]","65,745 [77]","402,600 [67]"
"477","59093","Holland Energy Park, Ottawa, MI",591.9,"Gas",NA,"216.7 (477)","$2.4 [66]","NA [NA]","0.37 [82]","20,383 [77]","31,346 [67]","282,026 [61]"
"478","3169","Schuylkill Generating Station, Philadelphia, PA",1.1,"Oil",NA,"216.7 (478)","$3.3 [71]","0 [3]","0.01 [47]","259,886 [98]","658,581 [98]","1,874,830 [91]"
"479","3775","Clinch River, Russell, VA",563.5,"Gas",NA,"216.6 (479)","$17.7 [89]","0.2 [23]","0.4 [83]","356 [12]","1,770 [23]","67,190 [30]"
"480","57267","Marsh Landing Generating Station, Contra Costa, CA",219.4,"Gas",NA,"216.2 (480)","$1.4 [56]","NA [NA]","0.15 [77]","28,388 [81]","84,921 [81]","1,388,420 [87]"
"481","8031","Emery Station, Cerro Gordo, IA",1481.3,"Gas",NA,"215.8 (481)","$3.9 [75]","0.5 [28]","1.23 [90]","741 [23]","3,919 [35]","19,043 [12]"
"482","7765","Dahlberg (Jackson County), Jackson, GA",410.9,"Gas",NA,"215.7 (482)","$1.1 [53]","0.1 [21]","0.32 [81]","5,417 [57]","28,850 [66]","231,789 [58]"
"483","6004","Pleasants Power Station, Pleasants, WV",7021.3,"Coal","2022","215.6 (483)","$406.3 [99]","NA [NA]","7.3 [98]","297 [9]","2,027 [25]","45,029 [23]"
"484","54057","Riverview Energy Systems, Wayne, MI",42.2,"Other",NA,"215.5 (484)","$3.3 [71]","NA [NA]","0.05 [67]","14,001 [72]","57,354 [76]","1,251,437 [86]"
"485","61703","Sikorsky Aircraft CHP, Fairfield, CT",65.8,"Gas",NA,"215.5 (485)","$4 [75]","NA [NA]","0.05 [67]","8,243 [64]","79,702 [80]","687,312 [78]"
"486","58815","Hilton NY Co Gen Plant, New York, NY",9.6,"Gas",NA,"215.4 (486)","$5.3 [79]","NA [NA]","0.01 [38]","464,882 [99]","1,838,446 [99]","7,263,813 [100]"
"487","59220","Wildcat Point Generation Facility, Cecil, MD",2299.8,"Gas",NA,"215.4 (487)","$13.5 [87]","NA [NA]","1.54 [91]","497 [16]","2,520 [29]","396,138 [67]"
"488","59002","Carlsbad Energy Center, San Diego, CA",114.3,"Gas",NA,"215.1 (488)","$2.6 [68]","NA [NA]","0.08 [71]","12,297 [70]","80,829 [80]","855,126 [81]"
"489","56864","Covel Gardens Gas Recovery, Bexar, TX",30.6,"Other",NA,"215 (489)","$2.3 [65]","NA [NA]","0.05 [66]","28,325 [81]","121,484 [86]","1,110,691 [84]"
"490","50413","Olmsted Waste Energy, Olmsted, MN",33.3,"Other",NA,"214.9 (490)","$14.2 [88]","NA [NA]","0.12 [75]","15,027 [73]","26,471 [64]","42,321 [21]"
"491","56248","Shell Chemical, Ascension, LA",559.2,"Gas",NA,"214.8 (491)","$5.8 [80]","NA [NA]","0.48 [84]","1,541 [36]","13,774 [53]","321,293 [64]"
"492","55596","GRS Arbor Hills, Washtenaw, MI",99.9,"Other",NA,"214.6 (492)","$4.1 [76]","NA [NA]","0.12 [75]","2,974 [47]","18,862 [59]","1,289,447 [86]"
"493","56531","Waste Management Bethel LFGTE, Hampton City, VA",37.5,"Other",NA,"214.5 (493)","$3.9 [75]","NA [NA]","0.03 [59]","35,677 [85]","98,695 [83]","601,161 [75]"
"494","59391","Red Gate Power Plant, Hidalgo, TX",371.2,"Gas",NA,"214.4 (494)","$5.9 [80]","NA [NA]","0.2 [78]","2,202 [42]","9,098 [49]","678,646 [78]"
"495","57696","Power Generation Station (PGS) 2, Alameda, CA",27.8,"Other",NA,"214.3 (495)","$2.5 [67]","NA [NA]","0.02 [54]","85,241 [94]","255,023 [93]","1,984,478 [92]"
"496","55103","Klamath Cogeneration Project, Klamath, OR",1690.7,"Gas",NA,"214.2 (496)","$1.8 [61]","0.7 [30]","1.16 [89]","1,461 [35]","14,943 [55]","22,215 [14]"
"497","61186","Boston Medical Center CHP Plant, Suffolk, MA",14.6,"Gas",NA,"214.1 (497)","$5.6 [79]","NA [NA]","0.01 [41]","210,010 [98]","464,464 [97]","1,160,746 [85]"
"498","2050","Baxter Wilson, Warren, MS",947.7,"Gas","2023","214.1 (498)","$3.4 [72]","0.1 [21]","0.57 [85]","1,065 [29]","13,838 [54]","48,512 [25]"
"499","55348","Troy Energy, LLC, Wood, OH",550.9,"Gas",NA,"214 (499)","$2 [62]","1.4 [34]","0.35 [82]","674 [21]","2,565 [29]","233,291 [58]"
"500","7839","Ladysmith Combustion Turbine Sta, Caroline, VA",698.2,"Gas",NA,"213.9 (500)","$4 [75]","0.2 [22]","0.43 [83]","343 [11]","4,269 [36]","162,661 [51]"
"501","55109","Rocky Road Power, LLC, Kane, IL",11.2,"Gas",NA,"213.8 (501)","$1 [51]","0.1 [21]","0.03 [58]","22,010 [78]","91,624 [82]","1,841,929 [90]"
"502","10261","Enterprise Products Operating, Chambers, TX",153.3,"Gas",NA,"213.4 (502)","$2.3 [65]","NA [NA]","0.14 [76]","8,708 [65]","30,269 [67]","1,286,082 [86]"
"503","7","Gadsden, Etowah, AL",188.9,"Gas",NA,"213.2 (503)","$1.1 [53]","0.2 [23]","0.2 [78]","12,559 [70]","21,464 [61]","126,584 [45]"
"504","7835","Rock Springs Generating Facility, Cecil, MD",436.3,"Gas",NA,"213.1 (504)","$3.7 [73]","0.2 [22]","0.27 [80]","497 [16]","2,520 [29]","396,044 [67]"
"505","7757","Chouteau Power Plant, Mayes, OK",3784.3,"Gas",NA,"212.7 (505)","$2.8 [69]","0 [16]","2.46 [94]","712 [22]","5,390 [41]","106,153 [41]"
"506","56787","Geismar Cogen, Ascension, LA",609.5,"Gas","2024","212.7 (506)","$4.8 [77]","NA [NA]","0.4 [83]","2,244 [42]","12,973 [53]","316,460 [63]"
"507","10206","Loma Linda University Cogen, San Bernardino, CA",69.1,"Gas",NA,"212.5 (507)","$1.3 [55]","NA [NA]","0.06 [69]","30,742 [82]","198,610 [91]","1,962,277 [92]"
"508","50368","Cornell University Ithaca Campus, Tompkins, NY",235,"Gas",NA,"212.5 (508)","$5.4 [79]","NA [NA]","0.14 [76]","19,858 [76]","23,887 [62]","83,752 [34]"
"509","52048","Vanderbilt University Power Plant, Davidson, TN",120.3,"Gas",NA,"212.5 (509)","$1.8 [60]","NA [NA]","0.09 [72]","42,246 [87]","108,239 [84]","437,908 [69]"
"510","59073","Cove Point LNG Terminal, Calvert, MD",115.2,"Gas",NA,"212.4 (510)","$12.1 [86]","NA [NA]","0.78 [87]","2,876 [47]","4,371 [36]","77,288 [33]"
"511","58159","UCONN Cogen Facility, Tolland, CT",114.5,"Gas",NA,"212.4 (511)","$4.4 [76]","NA [NA]","0.09 [72]","9,165 [65]","13,806 [54]","512,245 [73]"
"512","886","Fisk, Cook, IL",0.5,"Oil",NA,"212.3 (512)","$2.8 [69]","0.1 [19]","0 [28]","208,954 [98]","755,340 [98]","2,923,989 [95]"
"513","54939","EKS Landfill, Dakota, MN",35.5,"Other",NA,"212.3 (513)","$4.9 [78]","NA [NA]","0.03 [58]","16,276 [74]","62,989 [77]","741,528 [79]"
"514","50751","Southeast Kern River Cogen, Kern, CA",121.2,"Gas",NA,"212.3 (514)","$1.7 [60]","NA [NA]","0.08 [72]","40,893 [87]","131,096 [87]","428,358 [68]"
"515","99","Frederickson, Pierce, WA",29.9,"Gas",NA,"212.2 (515)","$3 [70]","NA [NA]","0.05 [66]","20,175 [77]","56,215 [76]","626,211 [76]"
"516","61857","Toray Plastic America's CHP Plant, Washington, RI",146.2,"Gas",NA,"212.1 (516)","$22.6 [90]","NA [NA]","0.09 [72]","2,130 [41]","5,046 [39]","431,050 [69]"
"517","3630","Pearsall, Frio, TX",273.3,"Gas",NA,"212.1 (517)","$5.6 [79]","0.2 [23]","0.15 [77]","2,671 [46]","3,350 [33]","40,319 [20]"
"518","54410","Western Power & Steam Inc, Kern, CA",148.9,"Gas",NA,"212 (518)","$2.1 [63]","NA [NA]","0.1 [73]","16,318 [74]","110,301 [85]","427,563 [68]"
"519","10478","Pitchess Cogen Station, Los Angeles, CA",108,"Gas",NA,"212 (519)","$2.2 [64]","NA [NA]","0.08 [71]","14,621 [72]","42,407 [72]","1,469,187 [88]"
"520","10319","Geismar, Ascension, LA",577.8,"Gas",NA,"211.9 (520)","$5.2 [78]","NA [NA]","0.52 [84]","1,237 [32]","13,035 [53]","314,147 [63]"
"521","50955","Rousselot Inc, Essex, MA",16,"Gas",NA,"211.7 (521)","$2.2 [64]","NA [NA]","0.04 [66]","28,451 [81]","86,592 [81]","1,074,875 [84]"
"522","54296","Biola University, Los Angeles, CA",14.3,"Gas",NA,"211.6 (522)","$3.5 [72]","NA [NA]","0.01 [43]","107,418 [95]","475,705 [97]","6,507,325 [98]"
"523","3006","Anadarko, Caddo, OK",1538.4,"Gas",NA,"211.5 (523)","$2 [62]","0.4 [26]","0.84 [88]","3,519 [50]","5,212 [40]","31,463 [17]"
"524","61387","Georgia LFG Richland Creek Plant, Gwinnett, GA",65.1,"Other",NA,"211.4 (524)","$3.3 [71]","NA [NA]","0.04 [64]","13,657 [71]","41,376 [72]","1,173,273 [85]"
"525","57443","Pine Tree Acres WM LFGTE, Macomb, MI",92.8,"Other",NA,"211.3 (525)","$17.1 [89]","NA [NA]","0.07 [69]","1,867 [39]","8,048 [46]","603,650 [76]"
"526","50041","Norton Powerhouse, Worcester, MA",30,"Gas",NA,"211.1 (526)","$2.6 [67]","NA [NA]","0.06 [68]","28,299 [81]","87,738 [81]","358,433 [65]"
"527","56871","Zion Landfill Gas to Energy Facility, Lake, IL",30.5,"Other",NA,"210.9 (527)","$8.4 [84]","NA [NA]","0.03 [57]","10,568 [67]","36,486 [70]","545,097 [74]"
"528","52061","Hartford Hospital Cogeneration, Hartford, CT",40.8,"Gas","2024","210.9 (528)","$2 [63]","NA [NA]","0.03 [61]","104,746 [95]","154,543 [89]","641,433 [77]"
"529","7916","Talbot Energy Facility, Talbot, GA",506.5,"Gas",NA,"210.8 (529)","$4.1 [75]","0.6 [29]","0.36 [82]","NA [NA]","1,639 [21]","175,761 [52]"
"530","54250","Newman (PA), Philadelphia, PA",12.2,"Gas",NA,"210.7 (530)","$1.2 [54]","NA [NA]","0.04 [62]","144,404 [97]","516,973 [98]","1,815,366 [90]"
"531","61676","NCSU Cates Cogeneration Plant, Wake, NC",79.9,"Gas",NA,"210.7 (531)","$1.6 [59]","NA [NA]","0.07 [69]","35,958 [85]","125,773 [87]","613,605 [76]"
"532","56897","Ameresco Keller Canyon, Contra Costa, CA",29.8,"Other",NA,"210.6 (532)","$3.5 [72]","NA [NA]","0.02 [52]","43,188 [87]","105,265 [84]","1,452,115 [88]"
"533","50577","Omega Hills Gas Recovery, Washington, WI",91.7,"Other",NA,"210.5 (533)","$6.1 [81]","NA [NA]","0.1 [73]","2,884 [47]","10,870 [51]","516,483 [73]"
"534","58432","Houweling Nurseries, Ventura, CA",53.3,"Gas",NA,"210.4 (534)","$8.1 [83]","NA [NA]","0.03 [59]","2,645 [45]","122,703 [86]","509,469 [73]"
"535","2336","Tracy, Storey, NV",2738,"Gas",NA,"210.4 (535)","$4.9 [78]","0.2 [22]","2.12 [93]","NA [NA]","221 [2]","178,774 [53]"
"536","56868","Carbon Limestone, Mahoning, OH",130.2,"Other",NA,"210.4 (536)","$18.7 [89]","NA [NA]","0.12 [75]","1,368 [33]","8,398 [47]","226,238 [57]"
"537","10568","Port Arthur Texas Refinery, Jefferson, TX",265,"Gas",NA,"209.9 (537)","$2.9 [69]","NA [NA]","0.22 [79]","8,339 [64]","41,233 [72]","153,593 [49]"
"538","52204","Otay Landfill Gas, LLC, SAN DIEGO, CA",35.9,"Other",NA,"209.8 (538)","$1.9 [61]","NA [NA]","0.03 [58]","79,911 [94]","261,404 [93]","1,039,101 [84]"
"539","55773","Countyside Genco LLC, Lake, IL",35.3,"Other",NA,"209.5 (539)","$2.7 [68]","NA [NA]","0.04 [65]","11,305 [68]","51,260 [75]","1,233,101 [86]"
"540","58562","Montana Power Station, El Paso, TX",1149,"Gas",NA,"209.5 (540)","$0.7 [47]","NA [NA]","0.62 [86]","16,634 [74]","80,073 [80]","603,494 [76]"
"541","10548","San Jose Cogeneration, Santa Clara, CA",30.8,"Gas",NA,"209.3 (541)","$1.5 [57]","NA [NA]","0.03 [58]","173,336 [97]","480,458 [97]","1,545,369 [88]"
"542","1047","Lansing, Allamakee, IA",883.2,"Coal","2022","209.3 (542)","$13.1 [87]","0.6 [29]","1.15 [89]","NA [NA]","180 [1]","16,673 [11]"
"543","54934","Keystone Recovery, Lackawanna, PA",42.6,"Other",NA,"209.2 (543)","$8.3 [84]","NA [NA]","0.04 [63]","11,253 [68]","38,845 [71]","147,405 [48]"
"544","4125","Manitowoc, Manitowoc, WI",134.5,"Oil",NA,"209.1 (544)","$10.1 [85]","NA [NA]","0.23 [80]","7,158 [61]","9,268 [49]","46,429 [23]"
"545","52133","Tesoro Mandan Cogeneration Plant, Morton, ND",61.3,"Other",NA,"208.8 (545)","$16.9 [88]","NA [NA]","0.41 [83]","3,204 [49]","12,628 [52]","18,278 [11]"
"546","1242","Murray Gill Energy Center, Sedgwick, KS",130.7,"Gas",NA,"208.7 (546)","$1.5 [58]","0.1 [20]","0.12 [75]","2,531 [44]","35,105 [69]","184,608 [53]"
"547","54662","Woodland Landfill Gas Recovery, Kane, IL",28.2,"Other",NA,"208.6 (547)","$4.1 [75]","NA [NA]","0.02 [52]","13,364 [71]","88,637 [82]","1,913,737 [92]"
"548","58258","Central Utilities Plant LAX 2, Los Angeles, CA",30.6,"Gas",NA,"208.6 (548)","$1.5 [58]","NA [NA]","0.02 [55]","81,382 [94]","427,122 [97]","5,776,763 [97]"
"549","58328","North Chicago Energy Center, Lake, IL",36,"Gas",NA,"208.5 (549)","$2.4 [66]","NA [NA]","0.03 [59]","29,642 [82]","82,387 [80]","1,576,991 [88]"
"550","55853","Inland Empire Energy Center, Riverside, CA",201.5,"Gas",NA,"208.5 (550)","$0.3 [36]","0.1 [20]","0.09 [72]","16,740 [74]","88,024 [82]","1,549,746 [88]"
"551","54989","Pine Tree Acres, Macomb, MI",68.1,"Other",NA,"208.5 (551)","$13.6 [87]","NA [NA]","0.05 [67]","2,063 [40]","8,048 [46]","609,991 [76]"
"552","50563","Settlers Hill Gas Recovery, Kane, IL",33,"Other",NA,"208.5 (552)","$2.7 [68]","NA [NA]","0.04 [64]","8,904 [65]","41,571 [72]","1,961,538 [92]"
"553","56684","Chesterfield Landfill Gas, Chesterfield, VA",63.7,"Other",NA,"208.4 (553)","$4.6 [77]","NA [NA]","0.05 [66]","6,446 [60]","34,092 [68]","417,222 [67]"
"554","57504","TECO CHP-1, Harris, TX",74.2,"Gas",NA,"208.4 (554)","$0.9 [50]","NA [NA]","0.04 [65]","65,877 [92]","317,844 [95]","2,873,061 [94]"
"555","55226","Freestone Power Generation, Freestone, TX",4070.8,"Gas",NA,"208.4 (555)","$6.9 [82]","0.1 [19]","2.77 [94]","NA [NA]","651 [9]","64,883 [30]"
"556","50573","CID Gas Recovery, Cook, IL",20,"Other",NA,"208.3 (556)","$1.7 [60]","NA [NA]","0.02 [55]","68,316 [92]","331,318 [95]","2,704,796 [94]"
"557","1001","Cayuga, Vermillion, IN",6082,"Coal",NA,"208.2 (557)","$200.3 [98]","NA [NA]","6.26 [97]","93 [1]","811 [12]","54,023 [26]"
"558","54268","March Point Cogeneration, Skagit, WA",899.7,"Gas",NA,"208.2 (558)","$12.5 [87]","NA [NA]","0.66 [86]","821 [25]","4,814 [38]","114,471 [42]"
"559","7538","Wayne County, Wayne, NC",458,"Gas",NA,"208.1 (559)","$5.4 [79]","NA [NA]","0.31 [81]","1,824 [38]","9,389 [49]","229,424 [58]"
"560","58584","Princeton University Cogeneration, Mercer, NJ",51,"Gas",NA,"207.9 (560)","$3.3 [72]","NA [NA]","0.04 [62]","11,284 [68]","36,355 [69]","1,189,611 [85]"
"561","50388","Phillips 66 Carbon Plant, Contra Costa, CA",126.8,"Oil",NA,"207.7 (561)","$0.9 [49]","NA [NA]","0.13 [76]","20,794 [77]","83,190 [81]","1,829,090 [90]"
"562","422","Glenarm, Los Angeles, CA",77.9,"Gas",NA,"207.4 (562)","$0.6 [44]","NA [NA]","0.05 [66]","139,671 [97]","534,648 [98]","6,566,941 [98]"
"563","56509","Tesoro SLC Cogeneration Plant, Salt Lake, UT",182.2,"Gas",NA,"207.4 (563)","$1.1 [53]","NA [NA]","0.12 [75]","40,035 [87]","88,421 [82]","459,911 [71]"
"564","7296","State Line (MO), Jasper, MO",1703,"Gas",NA,"207.3 (564)","$0.8 [49]","0.6 [29]","1.15 [89]","1,421 [34]","10,870 [51]","81,037 [34]"
"565","55161","MM Lopez Energy, Los Angeles, CA",20.3,"Other",NA,"207.3 (565)","$2.5 [67]","NA [NA]","0.01 [46]","81,324 [94]","299,839 [94]","4,547,893 [96]"
"566","56141","Jamaica Bay Peaking, Queens, NY",9.5,"Oil",NA,"207.2 (566)","$3.3 [71]","NA [NA]","0.01 [41]","68,694 [92]","319,233 [95]","6,958,482 [98]"
"567","50061","San Diego State University, San Diego, CA",48.3,"Gas",NA,"207 (567)","$1 [52]","NA [NA]","0.04 [63]","108,578 [96]","356,648 [96]","1,239,914 [86]"
"568","52115","Ingredion Stockton, San Joaquin, CA",51.9,"Gas",NA,"207 (568)","$1.4 [57]","NA [NA]","0.04 [65]","60,721 [91]","138,964 [88]","701,844 [78]"
"569","54690","Amalgamated Sugar LLC Nampa, Canyon, ID",31.9,"Gas",NA,"206.7 (569)","$1.8 [61]","NA [NA]","0.18 [78]","20,548 [77]","55,916 [75]","182,133 [53]"
"570","55766","Kiefer Landfill, Sacramento, CA",69.3,"Other",NA,"206.7 (570)","$8.6 [84]","NA [NA]","0.06 [68]","1,653 [36]","7,349 [45]","873,074 [81]"
"571","7872","Robert P Mone, Van Wert, OH",422.8,"Gas",NA,"206.6 (571)","$3.7 [74]","0.8 [31]","0.26 [80]","343 [11]","553 [8]","144,422 [48]"
"572","10863","Archer Daniels Midland Mankato, Blue Earth, MN",22.1,"Coal",NA,"206.3 (572)","$10.8 [86]","NA [NA]","0.11 [74]","10,754 [68]","14,698 [54]","34,698 [18]"
"573","550","Kettle Falls Generating Station, Stevens, WA",345.1,"Other",NA,"206.2 (573)","$3.9 [74]","6.1 [40]","0.51 [84]","392 [14]","392 [5]","7,251 [5]"
"574","58246","Millersville LFG, Anne Arundel, MD",26,"Other",NA,"206.1 (574)","$3.9 [75]","NA [NA]","0.02 [51]","15,732 [73]","57,841 [76]","2,167,417 [93]"
"575","57702","Signal Hill West Unit, Los Angeles, CA",39.3,"Other",NA,"206.1 (575)","$0.8 [49]","NA [NA]","0.03 [60]","200,713 [98]","488,817 [97]","5,995,016 [97]"
"576","61282","APG Combined Heat and Power Plant, Harford, MD",56.7,"Gas",NA,"206 (576)","$2.7 [68]","NA [NA]","0.05 [67]","11,886 [69]","24,895 [63]","829,604 [81]"
"577","55618","Monmouth Landfill Gas to Energy, Monmouth, NJ",28,"Other",NA,"205.9 (577)","$3.5 [73]","NA [NA]","0.03 [60]","5,039 [56]","39,568 [71]","2,003,699 [92]"
"578","55525","MMSD South Shore Wastewater, Milwaukee, WI",30.1,"Other",NA,"205.6 (578)","$11.1 [86]","NA [NA]","0.02 [54]","7,636 [62]","22,747 [62]","595,810 [75]"
"579","55135","Neenah Energy Facility, Winnebago, WI",236.3,"Gas",NA,"205.6 (579)","$1.8 [61]","0 [15]","0.16 [77]","6,019 [59]","17,894 [58]","110,390 [42]"
"580","50903","Sagamore Plant Cogeneration, Tippecanoe, IN",37.5,"Gas",NA,"205.4 (580)","$2.8 [69]","NA [NA]","0.11 [74]","20,668 [77]","53,187 [75]","88,216 [36]"
"581","10774","Southampton Power Station, Southampton, VA",313.7,"Other","2028","205.4 (581)","$2.9 [69]","0.3 [25]","0.52 [84]","217 [5]","5,522 [41]","77,544 [33]"
"582","55990","Ashtabula, Ashtabula, OH",177.4,"Gas",NA,"205.2 (582)","$6.2 [81]","NA [NA]","0.19 [78]","7,110 [61]","10,829 [50]","57,944 [28]"
"583","55334","Holland Energy Facility, Shelby, IL",525.4,"Gas",NA,"205.1 (583)","$4 [75]","4.1 [39]","0.4 [83]","167 [4]","499 [7]","26,011 [15]"
"584","56799","Greenland Energy Center, Duval, FL",350.2,"Gas",NA,"204.6 (584)","$1.5 [58]","NA [NA]","0.23 [79]","8,072 [63]","33,067 [68]","468,571 [71]"
"585","1240","Gordon Evans Energy Center, Sedgwick, KS",172.8,"Gas",NA,"204.6 (585)","$2.2 [64]","0.4 [26]","0.26 [80]","296 [9]","5,287 [40]","197,264 [54]"
"586","55706","Choctaw County Gen, Choctaw, MS",3297.5,"Gas",NA,"204.6 (586)","$3.4 [72]","0.5 [28]","2.14 [93]","363 [12]","363 [4]","37,101 [19]"
"587","50035","MMWAC Resource Recovery Facility, Androscoggin, ME",15.6,"Other",NA,"204.6 (587)","$9.2 [84]","NA [NA]","0.08 [71]","4,911 [56]","15,581 [55]","92,165 [38]"
"588","59452","East. Michigan Univ. Heating Plant, Washtenaw, MI",37.1,"Gas",NA,"204.4 (588)","$1.9 [62]","NA [NA]","0.03 [61]","29,355 [82]","77,801 [80]","981,969 [83]"
"589","54757","Grand Blanc Generating Station, Genesee, MI",52.2,"Other",NA,"204.3 (589)","$7.3 [82]","NA [NA]","0.04 [64]","3,261 [49]","24,788 [63]","307,078 [63]"
"590","58124","Rothschild Biomass Cogeneration Facility, Marathon, WI",127,"Other",NA,"204.3 (590)","$1.9 [61]","0 [17]","0.42 [83]","3,403 [50]","15,202 [55]","46,428 [23]"
"591","57896","Concord Energy, Cabarrus, NC",60.4,"Other",NA,"204.2 (591)","$1.8 [61]","NA [NA]","0.06 [68]","13,018 [71]","61,839 [77]","704,573 [78]"
"592","50537","SRI International Cogen Project, San Mateo, CA",28.9,"Gas",NA,"204.2 (592)","$1.3 [56]","NA [NA]","0.03 [58]","67,347 [92]","120,097 [86]","2,264,355 [93]"
"593","10","Greene County, Greene, AL",1121.3,"Gas",NA,"204.1 (593)","$5.4 [79]","0.7 [30]","0.77 [87]","NA [NA]","383 [5]","35,024 [18]"
"594","6179","Sam Seymour, Fayette, TX",10360.1,"Coal",NA,"204 (594)","$93.2 [95]","NA [NA]","11.92 [99]","84 [1]","754 [10]","32,500 [17]"
"595","58184","Rand Whitney CHP Plant, New London, CT",120.2,"Gas",NA,"203.9 (595)","$5.1 [78]","NA [NA]","0.1 [73]","3,597 [51]","17,508 [57]","164,694 [51]"
"596","54855","Mars Snackfood US, Cook, IL",16,"Gas",NA,"203.7 (596)","$1.3 [56]","NA [NA]","0.02 [51]","187,466 [98]","667,581 [98]","3,107,840 [95]"
"597","57322","Mont Belvieu Cogeneration Unit, Chambers, TX",89.5,"Gas",NA,"203.6 (597)","$2.3 [66]","NA [NA]","0.14 [76]","2,340 [43]","18,075 [58]","1,211,306 [85]"
"598","3648","Gadsby, Salt Lake, UT",59.3,"Gas",NA,"203.2 (598)","$0.3 [34]","0.1 [19]","0.06 [69]","45,022 [88]","120,510 [86]","454,203 [70]"
"599","2869","West Lorain, Lorain, OH",43.2,"Oil",NA,"203.2 (599)","$2.1 [63]","0 [13]","0.06 [68]","4,110 [53]","25,687 [64]","295,371 [62]"
"600","62424","Iola Powerhouse & Cogeneration Facility, Monroe, NY",10.1,"Gas","2022","203.2 (600)","$4.2 [76]","NA [NA]","0.02 [48]","46,828 [88]","153,901 [89]","269,325 [60]"
"601","58161","Western Michigan University Power Plant, Kalamazoo, MI",65.9,"Gas",NA,"203.1 (601)","$2.3 [66]","NA [NA]","0.05 [67]","37,371 [86]","63,010 [77]","153,670 [49]"
"602","59794","Chicago West Side Energy Center, Cook, IL",18.6,"Gas",NA,"203 (602)","$1.3 [56]","NA [NA]","0.02 [50]","253,496 [98]","835,982 [98]","2,932,241 [95]"
"603","55347","Armstrong Power, LLC, Armstrong, PA",480.6,"Gas",NA,"202.9 (603)","$2.7 [68]","0.5 [28]","0.3 [81]","358 [12]","1,164 [16]","157,316 [50]"
"604","389","El Centro, Imperial, CA",1.8,"Gas",NA,"202.5 (604)","$0.1 [30]","0.3 [24]","0.36 [82]","32,030 [83]","49,402 [74]","116,164 [43]"
"605","58169","CSUF Trigeneration, Orange, CA",28,"Gas",NA,"202.4 (605)","$1.1 [53]","NA [NA]","0.02 [53]","102,396 [95]","345,908 [96]","6,479,500 [98]"
"606","59448","Waxdale, Racine, WI",40.9,"Other",NA,"202.4 (606)","$2.6 [67]","NA [NA]","0.04 [62]","9,796 [66]","46,814 [73]","713,895 [78]"
"607","1239","Riverton, Cherokee, KS",846.2,"Gas",NA,"202.4 (607)","$2.2 [64]","0.3 [24]","0.58 [85]","612 [20]","3,992 [35]","79,636 [34]"
"608","50907","Oswego County Energy Recovery, Oswego, NY",8.3,"Other",NA,"202.4 (608)","$8.4 [84]","NA [NA]","0.07 [69]","4,323 [54]","5,974 [42]","165,345 [51]"
"609","56113","Tessman Road, Bexar, TX",50.1,"Other",NA,"202.1 (609)","$1.7 [60]","NA [NA]","0.04 [63]","12,785 [70]","101,572 [84]","1,148,474 [85]"
